,Category,Message,Number of exclamations,Question Marks,words,STOP WORDS,NUMBER OF STOP WORDS,DATE,ORG,CARDINAL,LOC,GPE,EVENT,MONEY,number of dates,number of Cardinals,number of financial Terms,number of Times,ADJECTIVES,Number of ADJECTIVES,INTERJECTION,Number of INTERJECTION,NOUNS,Number of NOUNS,Verbs,Number of Verbs,WHwords,Number of WHwords,Foreign word,Number of Foreign word,Foreign Word,Number of digits
53,spam,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",2,0,25,"['on', 'on', 'or']",3,0,0,0,0,0,0,0,1,0,0,0,[],0,[],0,"['Update_Now', 'Xmas', 'Offer', 'Latest', 'Motorola', 'SonyEricsson', 'Nokia', 'FREE', 'Bluetooth', 'Double', 'Mins', 'Txt', 'Orange', 'Call', 'MobileUpd8']",15,['call2optout/F4Q='],1,[],0,[],0,,18
54,spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,0,0,16,"['is', 'your', 'further']",3,0,0,0,0,0,0,0,0,0,0,0,['further'],1,[],0,"['discount', 'code', 'RP176781', 'messages', 'www.regalportfolio.co.uk', 'Customer', 'Services']",7,"['is', 'stop', 'reply', 'stop']",4,[],0,[],0,,17
55,spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",0,0,26,"['for', 'your', 'will', 'be', 'can', 'at', 'by', 'on']",8,0,0,0,0,0,0,0,2,0,0,0,[],0,[],0,"['Thanks', 'Ringtone', 'Order', 'Reference', 'T91', 'GBP', 'week', 'customer', 'services']",9,"['be', 'charged', 'unsubscribe', 'calling']",4,[],0,[],0,,14
56,spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",0,0,22,"['and', 'on', 'on', 'on', 'or']",5,0,0,0,0,0,0,0,1,0,0,0,['Double'],1,[],0,"['mins', 'FREE', 'Bluetooth', 'Orange', 'Available', 'Sony', 'Nokia', 'Motorola', 'phones', 'MobileUpd8']",10,"['txts', 'Call', 'call2optout/N9DX']",3,[],0,[],0,,16
57,spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,1,1,26,"['your', 'on', 'to', 'now']",4,0,0,0,0,0,0,0,1,1,0,0,"['half', 'latest', 'free']",3,[],0,"['price', 'Orange', 'line', 'rental', 'camera', 'FREE', 'Had', 'phone', 'MobilesDirect', 'or2stoptxt']",10,"['phones', 'Call', 'update']",3,[],0,[],0,,16
58,spam,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",1,1,32,"['to', 'for', 'a', 'or', 'to', 'for', 'a', 'after', 'are', 'to']",10,0,0,0,0,0,0,0,3,1,0,0,"['FREE', 'true', 'free', 'txt']",4,[],0,"['RINGTONE', 'text', 'FIRST', 'poly', 'text', 'GET', 'tone', 'Help', 'tones', 'stop']",10,"['are', 'e£nd']",2,[],0,[],0,,28
59,spam,100 dating service cal;l 09064012103 box334sk38ch,0,0,6,[],0,0,0,0,0,0,0,0,0,1,0,0,['cal'],1,[],0,"['service', 'box334sk38ch']",2,['dating'],1,[],0,[],0,,19
60,spam,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,0,0,18,"['into', 'our', 'just', 'the', 'to']",5,0,0,0,0,0,0,0,2,1,0,0,"['FREE', '£250', 'weekly']",3,[],0,"['entry', 'competition', 'word', 'WIN', 'NOW', 'T', 'C', 'www.txttowin.co.uk']",8,[],0,[],0,[],0,,10
61,spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,1,0,32,"['a', 'by', 'a', 'to', 'no']",5,0,0,0,0,0,0,0,0,3,0,0,['ur'],1,[],0,"['logo', 'names', 'heart', 'Txt', 'LOVE', 'NAME1', 'NAME2', 'MOBNO', 'LOVE', 'ADAM', 'EVE', 'Yahoo', 'POBox36504W45WQ', 'TxtNO', 'ads']",15,"['Send', 'joined']",2,[],0,[],0,,31
62,spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,1,0,27,"['has', 'our', 'and', 'your', 'because', 'they', 'you', 'out', 'who', 'it', 'is', 'from', 'a']",13,0,0,0,0,0,0,0,1,0,0,0,"['call', 'landline']",2,[],0,"['Someone', 'service', 'phone']",3,"['has', 'contacted', 'dating', 'entered', 'fancy', 'find', 'is', 'PoBox12n146tf150p']",8,['who'],1,['who'],1,,19
63,spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,1,0,22,"['has', 'been', 'with', 'a', 'from', 'only']",6,0,0,0,0,0,0,0,1,1,0,0,['Mobile'],1,[],0,"['URGENT', 'number', '£2000', 'prize', 'GUARANTEED', 'land', 'line', 'Claim']",8,"['has', 'been', 'awarded', 'Call', 'Valid']",5,[],0,[],0,,21
64,spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,1,0,26,"['is', 'your', 'from']",3,0,0,0,0,0,0,0,1,0,0,0,['Call'],1,[],0,"['Congrats', 'Nokia', 'video', 'camera', 'phone', 'Calls', 'cost', 'Ave', 'call', 'vary', 'mobiles', 'Close', 'post', 'BCM4284', 'Ldn', 'WC1N3XX']",16,['is'],1,[],0,[],0,,33
65,spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",0,1,28,"['for', 'any', 'you', 'been', 'can', 'or']",6,0,0,0,0,0,0,0,0,0,1,0,"['purpose', '+', 'Free']",3,[],0,"['Loan', '£75,000', 'Homeowners', 'Tenants', 'welcome', ""'help""]",6,"['Have', 'been', 'refused', 'help', 'Call', 'text']",6,[],0,[],0,,19
66,spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",0,0,29,"['you', 'now', 'your', 'for', 'your', 'now', 'on']",7,0,0,0,0,0,0,0,1,0,0,0,['available'],1,[],0,"['UpgrdCentre', 'Orange', 'customer', 'FREE', 'CAMERA', 'PHONE', 'upgrade', 'loyalty', 'July', 'T', 'C', 'apply', 'Opt-out']",13,"['claim', 'Call', 'Offer', 'ends']",4,[],0,[],0,,13
67,spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,1,0,27,"['this', 'is', 'your', 'to', 'your', 'or', 'from']",7,0,0,0,0,0,0,0,0,3,1,0,"['Dear', 'final', '*']",3,[],0,"['okmail', 'Dave', 'notice', 'Tenerife', 'Holiday', 'CASH', 'award', 'landline', 'TCs', 'SAE', 'Box326', 'CW25WX']",12,"['is', 'collect', 'Call']",3,[],0,[],0,,24
68,spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,0,2,27,"['the', 'by', 'to']",3,0,0,0,0,0,0,0,1,2,0,1,"['Want', 'real', 'direct', 'ur', 'largest', '@']",6,[],0,"['get', 'locations', 'Mob', 'Join', 'UK', 'Network', 'MOAN', 'ec2a']",8,"['Want', 'laid', 'Dogging', 'sent', 'Dogging', 'txting']",6,[],0,[],0,,13
69,spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",0,0,23,"['your', 'by', 'to', 'this', 'with', 'the']",6,0,0,0,0,0,0,0,0,0,0,0,['FREE'],1,[],0,"['MESSAGE', 'Activate', 'FREE', 'Text', 'Messages', 'message', 'word', 'FREE', 'terms', 'conditions', 'visit', 'www.07781482378.com']",12,['replying'],1,[],0,[],0,,14
70,spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",4,0,27,"['for', 'is', 'yours', 'now', 'all', 'out']",6,0,0,0,0,0,0,0,1,0,0,0,"['special', 'FREE']",2,[],0,"['Congrats', 'year', 'cinema', 'pass', 'C', 'Suprman', 'V', 'Matrix3', 'StarWars3', 'bx420-ip4-5we', 'Dont']",11,"['is', 'yours', 'call', 'miss']",4,[],0,[],0,,24
71,spam,#ERROR!,1,0,1,[],0,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,['ERROR'],1,[],0,[],0,[],0,,0
72,spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",2,0,25,"['are', 'the', 'a', 'or', 'a', 'to']",6,0,0,0,0,0,0,0,0,2,1,0,"['latest', '£500']",2,[],0,"['Nokia', 'Phone', 'iPod', 'MP3', 'player', 'prize', 'Txt', 'word', 'COLLECT', 'IBHltd', 'LdnW15H']",11,"['are', 'guaranteed']",2,[],0,[],0,,18
73,spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,0,0,32,"['for', 'or', 'or', 'more']",4,0,0,0,0,0,0,0,0,3,0,0,"['Toxic', 'more', 'MORE']",3,[],0,"['Boltblue', 'tones', 'Reply', 'POLY', 'MONO', 'eg', 'POLY3', 'Cha', 'Cha', 'Slide', 'Jamz', 'Me', 'STOP', 'tones']",14,"['Slow', 'Come']",2,[],0,[],0,,10
74,spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,0,0,13,"['have', 'been', 'up', 'for', 'is']",5,0,0,0,0,0,0,0,0,0,0,0,['tgxxrz'],1,[],0,"['credits', 'http', 'renewal', 'Pin']",4,"['have', 'been', 'topped', '//www.bubbletext.com', 'is']",5,[],0,[],0,,0
75,spam,"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",3,0,24,"['was', 'a', 'on', 'is', 'our', 'to']",6,0,0,0,0,0,0,0,0,0,1,0,"['2nd', '0871-872-9755']",2,['YOU'],1,"['URGENT', 'Mobile', 'No', 'Bonus', 'Caller', 'Prize', 'attempt', 'BOX95QU']",8,"['was', 'awarded', 'is', 'contact', 'Call']",5,[],0,[],0,,24
76,spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",4,0,28,"['of', 'to', 'now']",3,0,0,0,0,0,0,0,1,1,2,0,"['ur', '£3.00']",2,[],0,"['Today', 'Offer', 'Claim', '£150', 'worth', 'discount', 'vouchers', 'Text', 'YES', 'SavaMob', 'member', 'offers', 'T', 'Cs', 'Sub', 'Unsub', 'reply', 'X']",18,[],0,[],0,[],0,,24
77,spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,0,0,20,"['will', 'your', 'the', 'and']",4,0,0,0,0,0,0,0,1,1,0,0,['next'],1,[],0,"['tone', 'Terms', 'conditions', 'Channel', 'U', 'Teletext', 'Pg']",7,"['recieve', 'please', 'see']",3,[],0,[],0,,5
78,spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04,1,0,19,['for'],1,0,0,0,0,0,0,0,3,2,0,0,"['PRIVATE', 'un-redeemed']",2,[],0,"['Account', 'Statement', 'shows', 'S.I.M', 'points', 'Identifier', 'Code']",7,"['Call', 'Expires']",2,[],0,[],0,,40
79,spam,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,0,0,10,['from'],1,0,0,0,0,0,0,0,0,0,0,0,['www.Applausestore.com'],1,[],0,"['MonthlySubscription', '@', 'max6/month', 'T', 'CsC', 'txt']",6,"['web', 'stop']",2,[],0,[],0,,6
80,spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,1,0,27,"['are', 'to', 'you', 'that', 'you', 'won', 'a', 'only']",8,0,0,0,0,0,0,0,0,2,0,0,"['Last', 'draw']",2,[],0,"['GENT', 'weekends', 'shows', '£1000', 'prize', 'GUARANTEED', 'Claim', 'Code', 'K52', 'Valid']",10,"['are', 'trying', 'contact', 'won', 'Call']",5,[],0,[],0,,22
81,spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",1,2,12,"['have', 'won', 'or', 'a']",4,0,0,0,0,0,0,0,0,2,0,0,[],0,[],0,"['cash', 'prize']",2,"['have', 'won', 'claim', 'call09050000327']",4,[],0,[],0,,19
82,spam,"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.",0,0,19,"['our', 'has', 'won', 'to', 'or', 'the', 'on']",7,0,0,0,0,0,0,0,1,0,1,0,"['mobile', 'hot']",2,[],0,"['number', 'calls', 'claims', 'line']",4,"['has', 'won', 'claim', 'ring']",4,[],0,[],0,,15
83,spam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,0,0,29,"['to', 'you', 're', 'your', 'to', 'our', 'of', 'a', 'now', 'or', 'for']",11,0,0,0,0,0,0,0,2,2,0,0,"['new', 'free']",2,[],0,"['reply', 'offer', 'mins', 'video', 'phone', 'call', 'delivery', 'tomorrow']",8,"['tried', 'contact', 're', 'textand', 'reply']",5,[],0,[],0,,17
84,spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",0,0,19,"['to', 'a', 'to']",3,0,0,0,0,0,0,0,1,1,0,0,"['ur', '£250', 'spree', 'www.txt-2-shop.com']",4,[],0,"['chance', 'wkly', 'shopping', 'TXT', 'SHOP', 'T', 'C', 'custcare']",8,['win'],1,[],0,[],0,,24
85,spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,1,0,24,"['have', 'been', 'to', 'a', 'the']",5,0,0,0,0,0,0,0,1,1,0,0,[],0,[],0,"['pound', 'award', 'lines', 'Cost', 'T', 'Cs', 'apply', 'AG', 'Promo']",9,"['have', 'been', 'selected', 'receive', 'Call']",5,[],0,[],0,,19
86,spam,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,1,0,21,['for'],1,0,0,0,0,0,0,0,2,2,0,0,"['PRIVATE', 'un-redeemed']",2,[],0,"['Account', 'Statement', 'shows', 'S.', 'I.', 'M.', 'points', 'Identifier', 'Code', 'Expires']",10,['Call'],1,[],0,[],0,,40
87,spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,1,0,13,"['have', 'an', 'now']",3,0,0,0,0,0,0,0,0,1,0,0,['important'],1,[],0,"['customer', 'service', 'announcement', 'FREEPHONE']",4,"['have', 'Call']",2,[],0,[],0,,11
88,spam,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867,3,0,17,[],0,0,0,0,0,0,0,0,0,0,0,0,['XCLUSIVE'],1,[],0,"['@', 'CLUBSAISAI', 'SOIREE', 'SPECIALE', 'ZOUK', 'WITH', 'NICHOLS', 'FROM', 'PARIS.FREE', 'ROSES', 'ALL', 'LADIES', 'info']",13,[],0,[],0,[],0,,27
89,spam,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,1,0,30,"['to', 'off', 'will', 'be', 'up', 'to', 'with', 'the', 'and', 'be', 'to']",11,0,0,0,0,0,0,0,2,1,0,0,"['latest', 'send']",2,[],0,"['days', 'Euro2004', 'U', 'date', 'news', 'results', 'GET', 'TXT', 'STOP']",9,"['kick', 'be', 'kept', 'be', 'removed']",5,[],0,[],0,,11
90,spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,0,0,25,"['in', 'just', 'or', 'at', 'to']",5,0,0,0,0,0,0,0,1,2,0,0,"['ur', 'Free', 'receive']",3,[],0,"['New', 'TEXTBUDDY', 'Chat', 'horny', 'guys', 'area', 'Search', 'postcode', 'gaytextbuddy.com', 'TXT', 'ONE', 'name']",12,[],0,[],0,[],0,,10
91,spam,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,0,0,25,"['with', 'are', 'to', 'a', 'a', 'your', 'to', 'your']",8,0,0,0,0,0,0,0,0,1,2,0,['£350'],1,[],0,"['Todays', 'Vodafone', 'numbers', 'receive', 'award', 'number', 'matches', '£350', 'award']",9,"['ending', 'are', 'selected', 'call', 'receive']",5,[],0,[],0,,21
92,spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",0,0,22,"['this', 'at', 'your', 'to', 'to']",5,0,0,0,0,0,0,0,2,1,0,0,[],0,[],0,"['Dear', 'Voucher', 'Holder', 'claim', 'weeks', 'offer', 'PC', '//www.e-tlp.co.uk/expressoffer', 'Ts', 'Cs', 'texts', 'txt', 'STOP']",13,"['go', 'http', 'apply.2', 'stop']",4,[],0,[],0,,7
93,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,1,0,20,['for'],1,0,0,0,0,0,0,0,1,1,0,0,"['PRIVATE', 'un-redeemed']",2,[],0,"['Account', 'Statement', 'shows', 'S.', 'I.', 'M.', 'points', 'Identifier', 'Code', 'Expires']",10,['Call'],1,[],0,[],0,,29
94,spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",1,2,17,"['have', 'won', 'or', 'a']",4,0,0,0,0,0,0,0,0,3,0,0,[],0,[],0,"['cash', 'prize', 'call09050000327', 'T', 'C', 'RSTM', 'SW7']",7,"['have', 'won', 'claim']",3,[],0,[],0,,24
95,spam,88800 and 89034 are premium phone services call 08718711108,0,0,9,"['and', 'are']",2,0,0,0,0,0,0,0,1,0,0,0,['premium'],1,[],0,"['phone', 'services']",2,"['are', 'call']",2,[],0,[],0,,21
96,spam,"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468",3,1,17,"['to', 'to']",2,0,0,0,0,0,0,0,1,0,0,0,"['sun0819', 'cool']",2,[],0,"['SMS', 'ac', 'posts', 'hi', 'HI', 'Stop', 'Send', 'STOP']",8,"['HELLO', 'seem', 'wanted', 'say']",4,[],0,[],0,,9
97,spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16,1,0,32,"['to', 'this', 'with', 'to', 'your', 'just', 'out']",7,0,0,0,0,0,0,0,2,1,1,0,"['ur', 'send']",2,[],0,"['Get', 'RINGTONE', 'FREE', 'NOW', 'Reply', 'msg', 'TONE', 'Gr8', 'TOP', 'tones', 'phone', 'week', 'wk', 'opt', 'STOP']",15,['£1.50'],1,[],0,[],0,,21
98,spam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,0,0,35,"['am', 'and', 'as', 'a', 'me', 'i', 'my', 'now', 'to']",9,0,0,0,0,0,0,0,2,0,1,0,"['sue', 'old', 'live', 'i', 'text']",5,[],0,"['Hi', 'years', 'work', 'lapdancer', 'sex', 'bedroom', 'SUE', 'TextOperator', 'G2']",9,"[""'m"", 'am', 'love', 'Text', ""'m""]",5,[],0,[],0,,14
99,spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,0,0,15,"['from', 'as', 'there', 'is', 'an', 'for', 'you']",7,0,0,0,0,0,0,0,0,0,0,0,"['>', 'urgent']",2,[],0,"['<', 'Please', 'CALL', 'message']",4,"['Forwarded', 'is', 'waiting']",3,[],0,[],0,,23
100,spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",0,0,24,"['and', 'the', 'with', 'from', 'with', 'the']",6,0,0,0,0,0,0,0,0,0,0,0,['fantastic'],1,[],0,"['Nokia', 'N-Gage', 'game', 'deck', 'Club', 'Nokia', 'www.cnupdates.com/newsletter', 'unsubscribe', 'alerts', 'reply', 'word', 'OUT']",12,"['review', 'KEEP', 'go']",3,[],0,[],0,,1
101,spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,1,1,26,"['your', 'on', 'to', 'now']",4,0,0,0,0,0,0,0,1,1,0,0,"['half', 'latest', 'free']",3,[],0,"['price', 'Orange', 'line', 'rental', 'camera', 'FREE', 'Had', 'phone', 'MobilesDirect', 'or2stoptxt', 'T', 'Cs']",12,"['phones', 'Call', 'update']",3,[],0,[],0,,16
102,spam,08714712388 between 10am-7pm Cost 10p,0,0,5,['between'],1,0,0,0,0,0,0,0,1,0,0,0,['10am-7pm'],1,[],0,['Cost'],1,[],0,[],0,[],0,,16
103,spam,#ERROR!,1,0,1,[],0,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,['ERROR'],1,[],0,[],0,[],0,,0
104,spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,0,0,24,"['have', 'a', 'or', 'a', 'our', 'on', 'between']",7,0,0,0,0,0,0,0,2,0,1,0,"['guaranteed', 'yr']",2,[],0,"['cash', 'prize', 'customer', 'service', 'representative', '10am-7pm']",6,"['have', 'WON', 'claim', 'prize', 'call']",5,[],0,[],0,,22
105,spam,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,0,0,13,['to'],1,0,0,0,0,0,0,0,0,1,0,0,"['Jeri', 'Low-cost']",2,[],0,"['Email', 'AlertFrom', 'StewartSize', 'prescripiton', 'drvgsTo', 'call']",6,"['listen', 'email']",2,[],0,[],0,,4
106,spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,2,0,25,"['from', 'at', 'to', 'yours']",4,0,0,0,0,0,0,0,0,0,1,0,[],0,[],0,"['Hi', 'Customer', 'Loyalty', 'Offer', 'NEW', 'Nokia6650', 'Mobile', 'ONLY', '£10', 'TXTAUCTION', 'Txt', 'word', 'START', 'Ctxt', 'TC']",15,['get'],1,[],0,[],0,,15
107,spam,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795,0,0,25,"['are', 'to', 'the', 'in', 'the', 'for', 'until', 'you', 'to']",9,0,0,0,0,0,0,0,1,0,0,0,"['best', 'Mobile']",2,[],0,"['U', 'Content', 'Service', 'UK', '£3', 'days', 'STOP']",7,"['are', 'subscribed', 'send']",3,[],0,[],0,,19
108,spam,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",0,1,18,"['you', 'that', 'in', 'about', 'we', 'have', 'of', 'with']",8,0,0,0,0,0,0,0,1,1,0,0,['old'],1,[],0,"['years', 'thousands', 'ladies', 'tattoos']",4,"['Do', 'realize', 'have', 'running']",4,[],0,[],0,,2
109,spam,You have an important customer service announcement from PREMIER.,0,0,9,"['have', 'an', 'from']",3,0,0,0,0,0,0,0,0,0,0,0,['important'],1,[],0,"['customer', 'service', 'announcement', 'PREMIER']",4,['have'],1,[],0,[],0,,0
110,spam,"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",0,0,16,"['from', 'now']",2,0,0,0,0,0,0,0,2,1,1,0,"['Romantic', '£79', 'next']",3,[],0,"['Paris', 'nights', 'flights', 'Book', 'year', 'Cs', 'apply']",7,['Call'],1,[],0,[],0,,16
111,spam,Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,1,0,15,['is'],1,0,0,0,0,0,0,0,0,0,1,0,"['Urgent', 'unclaimed']",2,[],0,"['Ur', '£500', 'award', 'NOW', 'claimcode', 'M39M51', '£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF']",7,"['is', 'Call', 'closingdate04/09/02']",3,[],0,[],0,,33
